Nome do destino,Código do serviço,Valor,Prazo Final
Goiânia/GO,LGG,15.5,6
São Paulo/SP,LGG,8.23,2
São Paulo/SP,LGG,6.76,3
São Paulo/SP,LGG,12.76,2
São Paulo/SP,LGG,11.57,4
São Paulo/SP,LGG,8.16,2
São Paulo/SP,LGG,6.76,3
São Paulo/SP,LGG,12.68,2
São Paulo/SP,LGG,11.52,4
Torrinha/SP,LGG,12.27,6
Torrinha/SP,LGG,17.82,6
Torrinha/SP,LGG,15.96,8
São José do Rio Preto/SP,LGG,11.46,4
São José do Rio Preto/SP,LGG,8.28,5
São José do Rio Preto/SP,LGG,17.53,4
São José do Rio Preto/SP,LGG,15.09,6
Campina Grande/PB,LGG,22.86,7
Campina Grande/PB,LGG,14.94,8
Campina Grande/PB,LGG,25.38,7
Campina Grande/PB,LGG,26.33,9
Salvador/BA,LGG,15.09,5
Salvador/BA,LGG,14.17,6
Salvador/BA,LGG,21.67,5
Salvador/BA,LGG,18.68,7
Itapira/SP,LGG,11.39,3
Itapira/SP,LGG,7.68,4
Itapira/SP,LGG,17.44,3
Itapira/SP,LGG,15.04,5
Uberlândia/MG,LGG,14.67,3
Uberlândia/MG,LGG,10.67,4
Uberlândia/MG,LGG,19.29,3
Uberlândia/MG,LGG,18.22,5
Jales/SP,LGG,14.05,4
Jales/SP,LGG,8.11,5
Jales/SP,LGG,17.82,4
Jales/SP,LGG,17.84,6
São Paulo/SP,LGG,8.23,2
São Paulo/SP,LGG,7.09,3
São Paulo/SP,LGG,12.76,2
São Paulo/SP,LGG,11.57,4
São Paulo/SP,LGG,6.96,2
São Paulo/SP,LGG,6.82,3
São Paulo/SP,LGG,10.59,2
São Paulo/SP,LGG,10.13,4
Piranga/MG,LGG,14.81,7
Piranga/MG,LGG,16.5,7
Piranga/MG,LGG,18.92,8
Curitiba/PR,LGG,11.05,3
Curitiba/PR,LGG,7.64,4
Curitiba/PR,LGG,12.23,1
Curitiba/PR,LGG,14.06,5
Teresópolis/RJ,LGG,14.86,3
Teresópolis/RJ,LGG,12.1,4
Teresópolis/RJ,LGG,22.45,3
Teresópolis/RJ,LGG,18.02,3
São Paulo/SP,LGG,9.84,2
São Paulo/SP,LGG,8.17,3
São Paulo/SP,LGG,15.02,2
São Paulo/SP,LGG,12.63,4
São Paulo/SP,LGG,8.16,2
São Paulo/SP,LGG,8.09,3
São Paulo/SP,LGG,12.68,2
São Paulo/SP,LGG,11.52,4
São Paulo/SP,LGG,8.23,2
São Paulo/SP,LGG,7.09,3
São Paulo/SP,LGG,12.76,2
São Paulo/SP,LGG,11.57,4
São Paulo/SP,LGG,8.16,2
São Paulo/SP,LGG,6.76,4
São Paulo/SP,LGG,12.68,2
São Paulo/SP,LGG,11.52,4
São Vicente/SP,LGG,11.29,3
São Vicente/SP,LGG,7.55,3
São Vicente/SP,LGG,17.44,2
São Vicente/SP,LGG,14.72,4
Campinas/SP,LGG,11.29,2
Campinas/SP,LGG,7.68,3
Campinas/SP,LGG,16.59,2
Campinas/SP,LGG,14.72,4
Porto Alegre/RS,LGG,14.88,3
Porto Alegre/RS,LGG,7.71,4
Porto Alegre/RS,LGG,13.9,3
Porto Alegre/RS,LGG,19.62,5
Canoas/RS,LGG,13.43,3
Canoas/RS,LGG,7.71,5
Canoas/RS,LGG,16.39,4
Canoas/RS,LGG,15.35,6
São Paulo/SP,LGG,6.96,2
São Paulo/SP,LGG,6.82,3
São Paulo/SP,LGG,10.59,2
São Paulo/SP,LGG,10.13,4
Petrópolis/RJ,LGG,17.94,3
Petrópolis/RJ,LGG,13.5,4
Petrópolis/RJ,LGG,22.67,3
Petrópolis/RJ,LGG,19.78,3
São Paulo/SP,LGG,8.16,2
São Paulo/SP,LGG,6.76,3
São Paulo/SP,LGG,12.68,2
São Paulo/SP,LGG,11.52,4
Belo Horizonte/MG,LGG,11.85,3
Belo Horizonte/MG,LGG,8.31,4
Belo Horizonte/MG,LGG,14.88,3
Belo Horizonte/MG,LGG,14.23,4
Campos dos Goytacazes/RJ,LGG,13.21,5
Campos dos Goytacazes/RJ,LGG,12.07,6
Campos dos Goytacazes/RJ,LGG,22.45,5
Campos dos Goytacazes/RJ,LGG,14.97,5
Resende/RJ,LGG,13.21,4
Resende/RJ,LGG,12.1,5
Resende/RJ,LGG,22.45,4
Resende/RJ,LGG,14.97,4
Iracemápolis/SP,LGG,10.92,5
Iracemápolis/SP,LGG,7.61,6
Iracemápolis/SP,LGG,14.78,5
Iracemápolis/SP,LGG,14.75,7
Guarulhos/SP,LGG,13.13,2
Guarulhos/SP,LGG,9.05,3
Guarulhos/SP,LGG,15.81,2
Guarulhos/SP,LGG,15.58,4
Rio de Janeiro/RJ,LGG,12.64,3
Rio de Janeiro/RJ,LGG,8.98,4
Rio de Janeiro/RJ,LGG,15.75,3
Rio de Janeiro/RJ,LGG,14.24,2
São Paulo/SP,LGG,8.16,2
São Paulo/SP,LGG,6.76,3
São Paulo/SP,LGG,12.68,2
São Paulo/SP,LGG,11.52,4
Itaúna/MG,LGG,14.78,4
Itaúna/MG,LGG,10.3,5
Itaúna/MG,LGG,16.45,4
Itaúna/MG,LGG,18.89,5
Presidente Venceslau/SP,LGG,18.26,5
Presidente Venceslau/SP,LGG,23.88,5
Presidente Venceslau/SP,LGG,21.88,7
Porto Alegre/RS,LGG,14.94,3
Porto Alegre/RS,LGG,13.74,4
Porto Alegre/RS,LGG,13.99,3
Porto Alegre/RS,LGG,19.67,5
São Paulo/SP,LGG,8.23,2
São Paulo/SP,LGG,6.76,3
São Paulo/SP,LGG,12.76,2
São Paulo/SP,LGG,11.57,4
Cachoeira Paulista/SP,LGG,12.39,5
Cachoeira Paulista/SP,LGG,7.61,6
Cachoeira Paulista/SP,LGG,14.78,5
Cachoeira Paulista/SP,LGG,16.38,7
Goiânia/GO,LGG,18.79,4
Goiânia/GO,LGG,12.51,5
Goiânia/GO,LGG,21.78,4
Goiânia/GO,LGG,16.8,6
Monte Aprazível/SP,LGG,12.33,6
Monte Aprazível/SP,LGG,8.11,7
Monte Aprazível/SP,LGG,17.91,6
Monte Aprazível/SP,LGG,16.01,8
Sete Lagoas/MG,LGG,14.67,3
Sete Lagoas/MG,LGG,10.37,4
Sete Lagoas/MG,LGG,19.29,3
Sete Lagoas/MG,LGG,18.22,4
Sete Lagoas/MG,LGG,19.41,3
Sete Lagoas/MG,LGG,13.05,4
Sete Lagoas/MG,LGG,24.28,3
Sete Lagoas/MG,LGG,22.32,4
Sete Lagoas/MG,LGG,16.38,3
Sete Lagoas/MG,LGG,11.93,4
Sete Lagoas/MG,LGG,21.85,3
Sete Lagoas/MG,LGG,19.67,4
Cachoeiro de Itapemirim/ES,LGG,19.64,4
Cachoeiro de Itapemirim/ES,LGG,13.47,6
Cachoeiro de Itapemirim/ES,LGG,19.92,5
Cachoeiro de Itapemirim/ES,LGG,21.64,6
Crato/CE,LGG,38.84,8
Crato/CE,LGG,18.13,9
Crato/CE,LGG,29.6,8
Crato/CE,LGG,41.58,10
Mundo Novo/MS,LGG,135.55,9
Mundo Novo/MS,LGG,140.23,10
Rio de Janeiro/RJ,LGG,15.96,3
Rio de Janeiro/RJ,LGG,12.04,4
Rio de Janeiro/RJ,LGG,27.47,3
Rio de Janeiro/RJ,LGG,17.49,2
Santarém/PA,LGG,169.54,12
Santarém/PA,LGG,22.01,13
Santarém/PA,LGG,59.07,15
Pirapora do Bom Jesus/SP,LGG,15.2,3
Pirapora do Bom Jesus/SP,LGG,10.07,7
Pirapora do Bom Jesus/SP,LGG,23.88,3
Pirapora do Bom Jesus/SP,LGG,17.5,5
Jaraguá/GO,LGG,20.44,6
Jaraguá/GO,LGG,13.93,7
Jaraguá/GO,LGG,20.26,7
Jaraguá/GO,LGG,23.91,8
Trairão/PA,LGG,182.41,20
Trairão/PA,LGG,157.47,30
Itabirito/MG,LGG,25.87,5
Itabirito/MG,LGG,20.05,7
Itabirito/MG,LGG,36.26,6
Itabirito/MG,LGG,27.58,7
Diamantina/MG,LGG,27.45,7
Diamantina/MG,LGG,17.1,7
Diamantina/MG,LGG,35.04,6
Diamantina/MG,LGG,30.66,8
Brasilândia de Minas/MG,LGG,65.39,7
Brasilândia de Minas/MG,LGG,27.18,9
Brasilândia de Minas/MG,LGG,62.58,8
Paracatu/MG,LGG,13.04,5
Paracatu/MG,LGG,10.6,5
Paracatu/MG,LGG,33.92,4
Paracatu/MG,LGG,16.58,7
Brasília/DF,LGG,18.55,4
Brasília/DF,LGG,13.95,5
Brasília/DF,LGG,24.41,4
Brasília/DF,LGG,22.28,6
Medina/MG,LGG,21.42,7
Medina/MG,LGG,26.8,11
Medina/MG,LGG,25.57,8
Campo Grande/MS,LGG,23.43,5
Campo Grande/MS,LGG,16.96,6
Campo Grande/MS,LGG,25.59,7
Campo Grande/MS,LGG,26.13,8
Paulistana/PI,LGG,94.82,14
Paulistana/PI,LGG,71.65,14
Macapá/AP,LGG,80.62,12
Macapá/AP,LGG,43.08,13
Macapá/AP,LGG,52.79,12
Macapá/AP,LGG,96.64,14
Cascavel/PR,LGG,16.65,4
Cascavel/PR,LGG,10.77,3
Cascavel/PR,LGG,17.48,4
Cascavel/PR,LGG,18.09,6
Guanhães/MG,LGG,16.58,6
Guanhães/MG,LGG,10.37,7
Guanhães/MG,LGG,21.4,6
Guanhães/MG,LGG,20.8,7
Elísio Medrado/BA,LGG,19.15,9
Elísio Medrado/BA,LGG,16.07,9
Elísio Medrado/BA,LGG,33.36,9
Elísio Medrado/BA,LGG,19.59,11
Parambu/CE,LGG,72.28,11
Parambu/CE,LGG,50.72,14
Congonhas/MG,LGG,24.17,4
Congonhas/MG,LGG,14.45,5
Congonhas/MG,LGG,31.05,4
Congonhas/MG,LGG,26.24,5
Quatro Bocas/PA,LGG,169.54,10
Quatro Bocas/PA,LGG,123.37,13
Viçosa do Ceará/CE,LGG,59.62,12
Viçosa do Ceará/CE,LGG,45.01,12
Sobral/CE,LGG,50.45,9
Sobral/CE,LGG,19.84,10
Sobral/CE,LGG,39.92,9
Sobral/CE,LGG,51.47,11
Palhoça/SC,LGG,16.49,3
Palhoça/SC,LGG,9.52,4
Palhoça/SC,LGG,21.26,3
Palhoça/SC,LGG,19.96,5
Santa Maria Madalena/RJ,LGG,62.93,6
Santa Maria Madalena/RJ,LGG,16.65,7
Santa Maria Madalena/RJ,LGG,34.57,6
Unaí/MG,LGG,61.38,4
Unaí/MG,LGG,15.88,6
Unaí/MG,LGG,30.64,5
Medeiros Neto/BA,LGG,37.99,8
Medeiros Neto/BA,LGG,20.07,10
Medeiros Neto/BA,LGG,40.81,9
Medeiros Neto/BA,LGG,38.01,10
Montes Claros/MG,LGG,16.65,4
Montes Claros/MG,LGG,13.15,5
Montes Claros/MG,LGG,21.49,4
Montes Claros/MG,LGG,20.85,5
Vargem Grande do Sul/SP,LGG,14.08,4
Vargem Grande do Sul/SP,LGG,9.06,5
Vargem Grande do Sul/SP,LGG,20.41,4
Vargem Grande do Sul/SP,LGG,17.38,6
Campo Grande/MS,LGG,23.54,5
Campo Grande/MS,LGG,16.97,6
Campo Grande/MS,LGG,25.74,7
Campo Grande/MS,LGG,26.22,8
Boa Vista/RR,LGG,162.04,15
Boa Vista/RR,LGG,35.4,13
Boa Vista/RR,LGG,40.69,16
Boa Vista/RR,LGG,159.2,18
Itiquira/MT,LGG,146.57,12
Itiquira/MT,LGG,108.81,17
Vitória/ES,LGG,16.17,3
Vitória/ES,LGG,13.03,5
Vitória/ES,LGG,23.31,4
Vitória/ES,LGG,18.06,5
Lima Duarte/MG,LGG,23.99,6
Lima Duarte/MG,LGG,19.35,7
Lima Duarte/MG,LGG,30.51,6
Lima Duarte/MG,LGG,26.51,6
Unaí/MG,LGG,47.66,4
Unaí/MG,LGG,13.22,6
Unaí/MG,LGG,24.25,5
Altamira/PA,LGG,169.43,20
Altamira/PA,LGG,123.22,17
Nerópolis/GO,LGG,32.28,7
Nerópolis/GO,LGG,15.89,8
Nerópolis/GO,LGG,23.81,8
Nerópolis/GO,LGG,35.23,9
Cuiabá/MT,LGG,27.17,6
Cuiabá/MT,LGG,17.45,7
Cuiabá/MT,LGG,26.43,7
Cuiabá/MT,LGG,29.59,11
Saquarema/RJ,LGG,20.77,5
Saquarema/RJ,LGG,13.54,6
Saquarema/RJ,LGG,48.97,5
Saquarema/RJ,LGG,22,5
Novo Repartimento/PA,LGG,169.54,14
Novo Repartimento/PA,LGG,59.07,14
São João do Rio do Peixe/PB,LGG,133.05,15
São João do Rio do Peixe/PB,LGG,92.18,15
Cachoeira Alta/GO,LGG,47.64,7
Cachoeira Alta/GO,LGG,42.61,10
Cuiabá/MT,LGG,27.28,6
Cuiabá/MT,LGG,16.15,7
Cuiabá/MT,LGG,26.58,7
Cuiabá/MT,LGG,29.68,11
Salto de Pirapora/SP,LGG,13.13,5
Salto de Pirapora/SP,LGG,9.05,6
Salto de Pirapora/SP,LGG,20.28,5
Salto de Pirapora/SP,LGG,15.58,7
Blumenau/SC,LGG,13.12,2
Blumenau/SC,LGG,8.17,5
Blumenau/SC,LGG,16.19,4
Blumenau/SC,LGG,15.27,6
São Paulo/SP,LGG,9.93,2
São Paulo/SP,LGG,8.12,3
São Paulo/SP,LGG,15.14,2
São Paulo/SP,LGG,12.7,4
Ribeirão Preto/SP,LGG,18.7,2
Ribeirão Preto/SP,LGG,12.63,3
Ribeirão Preto/SP,LGG,28.53,2
Ribeirão Preto/SP,LGG,21.4,4
Nerópolis/GO,LGG,24.91,7
Nerópolis/GO,LGG,13.93,8
Nerópolis/GO,LGG,20.35,8
Nerópolis/GO,LGG,27.95,9
Mafra/SC,LGG,11.31,4
Mafra/SC,LGG,8.11,5
Mafra/SC,LGG,13.98,4
Mafra/SC,LGG,13.95,6
Santo André/SP,LGG,11.4,2
Santo André/SP,LGG,8.75,3
Santo André/SP,LGG,15.94,2
Santo André/SP,LGG,14.3,4
Blumenau/SC,LGG,14.81,2
Blumenau/SC,LGG,8.22,5
Blumenau/SC,LGG,18.61,4
Blumenau/SC,LGG,17.2,6
Rio do Sul/SC,LGG,23.25,2
Rio do Sul/SC,LGG,8.18,6
Rio do Sul/SC,LGG,16.32,4
Rio do Sul/SC,LGG,26.16,6
Juazeiro do Norte/CE,LGG,49.93,8
Juazeiro do Norte/CE,LGG,18.21,9
Juazeiro do Norte/CE,LGG,35.47,8
Juazeiro do Norte/CE,LGG,51.05,10
Jequié/BA,LGG,19.15,9
Jequié/BA,LGG,16.07,10
Jequié/BA,LGG,43.25,9
Jequié/BA,LGG,19.59,11
Linhares/ES,LGG,22.35,4
Linhares/ES,LGG,13.04,6
Linhares/ES,LGG,25.15,5
Linhares/ES,LGG,24.14,6
Vera/MT,LGG,112.24,12
Vera/MT,LGG,89.96,24
Foz do Iguaçu/PR,LGG,16.65,4
Foz do Iguaçu/PR,LGG,10.77,3
Foz do Iguaçu/PR,LGG,17.48,4
Foz do Iguaçu/PR,LGG,18.09,6
Crateús/CE,LGG,72.89,13
Crateús/CE,LGG,51.54,13
Canavieiras/BA,LGG,21.51,10
Canavieiras/BA,LGG,49,10
Canavieiras/BA,LGG,22.47,12
Nova Veneza/GO,LGG,33.36,6
Nova Veneza/GO,LGG,18.35,7
Nova Veneza/GO,LGG,28.48,7
Nova Veneza/GO,LGG,36.08,8
Caetanópolis/MG,LGG,13.04,4
Caetanópolis/MG,LGG,10.3,5
Caetanópolis/MG,LGG,18.42,4
Caetanópolis/MG,LGG,16.58,5
Montes Claros/MG,LGG,18.81,4
Montes Claros/MG,LGG,13.22,5
Montes Claros/MG,LGG,24.25,4
Montes Claros/MG,LGG,22.72,5
São José/SC,LGG,14.81,3
São José/SC,LGG,9.55,4
São José/SC,LGG,18.61,3
São José/SC,LGG,17.2,5
Cachoeiro de Itapemirim/ES,LGG,24,4
Cachoeiro de Itapemirim/ES,LGG,14.89,6
Cachoeiro de Itapemirim/ES,LGG,25,5
Cachoeiro de Itapemirim/ES,LGG,25.56,6
Nova Crixás/GO,LGG,67.07,10
Nova Crixás/GO,LGG,72.16,10
São José/SC,LGG,18.2,3
São José/SC,LGG,12.12,4
São José/SC,LGG,23.57,3
São José/SC,LGG,21.24,5
Rio das Flores/RJ,LGG,22.39,6
Rio das Flores/RJ,LGG,15.01,7
Rio das Flores/RJ,LGG,28.46,6
Rio das Flores/RJ,LGG,24.38,6
Itanhomi/MG,LGG,47.57,7
Itanhomi/MG,LGG,11.93,8
Itanhomi/MG,LGG,24.12,7
Frei Lagonegro/MG,LGG,46,6
Frei Lagonegro/MG,LGG,29.17,7
Frei Lagonegro/MG,LGG,38.53,6
Extrema/MG,LGG,20.37,5
Extrema/MG,LGG,13.09,6
Extrema/MG,LGG,24.44,5
Extrema/MG,LGG,19.73,7
Janaúba/MG,LGG,21.31,6
Janaúba/MG,LGG,14.82,7
Janaúba/MG,LGG,26.65,6
Janaúba/MG,LGG,25.48,7
São José dos Campos/SP,LGG,11.31,2
São José dos Campos/SP,LGG,9.05,3
São José dos Campos/SP,LGG,18.45,2
São José dos Campos/SP,LGG,14.23,4
Balneário Barra do Sul/SC,LGG,63.7,6
Balneário Barra do Sul/SC,LGG,43.54,10
Cuiabá/MT,LGG,27.17,6
Cuiabá/MT,LGG,17.45,7
Cuiabá/MT,LGG,26.43,7
Cuiabá/MT,LGG,29.59,11
Campo Grande/MS,LGG,21.02,5
Campo Grande/MS,LGG,15.06,6
Campo Grande/MS,LGG,23.13,7
Campo Grande/MS,LGG,22.29,8
Mata de São João/BA,LGG,32.44,7
Mata de São João/BA,LGG,17.81,8
Mata de São João/BA,LGG,36.45,7
Mata de São João/BA,LGG,34.26,9
Barra do Corda/MA,LGG,101.2,16
Barra do Corda/MA,LGG,75.15,18
Duque de Caxias/RJ,LGG,46.92,6
Duque de Caxias/RJ,LGG,11.17,7
Duque de Caxias/RJ,LGG,37.98,6
Arcoverde/PE,LGG,29.67,8
Arcoverde/PE,LGG,17.15,9
Arcoverde/PE,LGG,29.43,8
Arcoverde/PE,LGG,31.57,10
Barbacena/MG,LGG,21.31,4
Barbacena/MG,LGG,13.05,5
Barbacena/MG,LGG,24.28,4
Barbacena/MG,LGG,25.48,5
Pedro II/PI,LGG,133.16,12
Pedro II/PI,LGG,92.33,12
Bonito/MS,LGG,84.68,9
Bonito/MS,LGG,74.25,10
Medeiros Neto/BA,LGG,28.74,8
Medeiros Neto/BA,LGG,16.08,10
Medeiros Neto/BA,LGG,33.48,9
Medeiros Neto/BA,LGG,30.35,10
Sinop/MT,LGG,49.02,10
Sinop/MT,LGG,16.1,9
Sinop/MT,LGG,28,9
Sinop/MT,LGG,44.35,15
Paraopeba/MG,LGG,19.41,4
Paraopeba/MG,LGG,13.05,5
Paraopeba/MG,LGG,24.28,4
Paraopeba/MG,LGG,22.32,5
Ipu/CE,LGG,59.62,12
Ipu/CE,LGG,45.01,12
Nova Iguaçu/RJ,LGG,14.86,3
Nova Iguaçu/RJ,LGG,12.58,4
Nova Iguaçu/RJ,LGG,22.45,3
Nova Iguaçu/RJ,LGG,18.02,3
Araruama/RJ,LGG,17.41,4
Araruama/RJ,LGG,13.47,6
Araruama/RJ,LGG,27.47,5
Araruama/RJ,LGG,18.52,4
Sete Lagoas/MG,LGG,19.52,3
Sete Lagoas/MG,LGG,13.06,4
Sete Lagoas/MG,LGG,24.44,3
Sete Lagoas/MG,LGG,22.41,4
Anaurilândia/MS,LGG,119.62,9
Anaurilândia/MS,LGG,97.41,10
Santa Izabel do Pará/PA,LGG,169.43,11
Santa Izabel do Pará/PA,LGG,22,13
Santa Izabel do Pará/PA,LGG,38.36,11
Campo Grande/MS,LGG,23.43,5
Campo Grande/MS,LGG,16.96,6
Campo Grande/MS,LGG,25.59,7
Campo Grande/MS,LGG,26.13,8
Água Boa/MG,LGG,22.8,7
Água Boa/MG,LGG,50.38,10
Água Boa/MG,LGG,25.57,8
Barra do Garças/MT,LGG,147.57,6
Barra do Garças/MT,LGG,22.77,7
Barra do Garças/MT,LGG,32.3,6
Jaraguá/GO,LGG,29.62,6
Jaraguá/GO,LGG,18.34,7
Jaraguá/GO,LGG,25.12,7
Jaraguá/GO,LGG,30.29,8
Campo Grande/MS,LGG,21.02,5
Campo Grande/MS,LGG,15.06,6
Campo Grande/MS,LGG,23.13,7
Campo Grande/MS,LGG,22.29,8
Conceição do Mato Dentro/MG,LGG,56.43,7
Conceição do Mato Dentro/MG,LGG,45.6,8
Regeneração/PI,LGG,101.21,14
Regeneração/PI,LGG,75.16,14
Exu/PE,LGG,64.82,11
Exu/PE,LGG,22.14,10
Exu/PE,LGG,48.47,11
Rondonópolis/MT,LGG,146.46,9
Rondonópolis/MT,LGG,17.45,7
Rondonópolis/MT,LGG,30.81,6
Barreiras/BA,LGG,26.2,8
Barreiras/BA,LGG,20.07,7
Barreiras/BA,LGG,40.81,8
Barreiras/BA,LGG,27.48,10
Governador Valadares/MG,LGG,16.58,4
Governador Valadares/MG,LGG,13.15,5
Governador Valadares/MG,LGG,19.29,4
Governador Valadares/MG,LGG,20.8,5
Itamarandiba/MG,LGG,46,7
Itamarandiba/MG,LGG,13.15,8
Itamarandiba/MG,LGG,38.53,7
Anápolis/GO,LGG,15.29,4
Anápolis/GO,LGG,13.86,5
Anápolis/GO,LGG,16.58,5
Anápolis/GO,LGG,18.6,6
Curitiba/PR,LGG,27.33,3
Curitiba/PR,LGG,12.66,4
Curitiba/PR,LGG,29.49,1
Curitiba/PR,LGG,27.73,5
São Paulo/SP,LGG,6.96,2
São Paulo/SP,LGG,6.69,3
São Paulo/SP,LGG,10.59,2
São Paulo/SP,LGG,10.13,4
São Paulo/SP,LGG,12.1,2
São Paulo/SP,LGG,9.34,3
São Paulo/SP,LGG,18.17,2
São Paulo/SP,LGG,14.78,4
Manaus/AM,LGG,96.83,9
Manaus/AM,LGG,21.78,14
Manaus/AM,LGG,40.38,13
Manaus/AM,LGG,79.72,13
Fortaleza/CE,LGG,34.24,8
Fortaleza/CE,LGG,18.19,9
Fortaleza/CE,LGG,32.62,8
Fortaleza/CE,LGG,34.05,10
Mairiporã/SP,LGG,15.2,3
Mairiporã/SP,LGG,10.07,4
Mairiporã/SP,LGG,23.88,3
Mairiporã/SP,LGG,17.5,5
São Bernardo do Campo/SP,LGG,15.01,2
São Bernardo do Campo/SP,LGG,10.14,3
São Bernardo do Campo/SP,LGG,22.97,2
São Bernardo do Campo/SP,LGG,17.74,4
Fazenda Rio Grande/PR,LGG,14.85,4
Fazenda Rio Grande/PR,LGG,8.54,5
Fazenda Rio Grande/PR,LGG,22.99,2
Fazenda Rio Grande/PR,LGG,16.38,6
São Paulo/SP,LGG,8.23,2
São Paulo/SP,LGG,7.09,3
São Paulo/SP,LGG,12.76,2
São Paulo/SP,LGG,11.57,4
Joinville/SC,LGG,20.09,1
Joinville/SC,LGG,9.56,4
Joinville/SC,LGG,18.78,3
Joinville/SC,LGG,21.81,5
Guarulhos/SP,LGG,13.8,2
Guarulhos/SP,LGG,10.09,3
Guarulhos/SP,LGG,16.7,2
Guarulhos/SP,LGG,16.1,4
José Bonifácio/SP,LGG,13.99,6
José Bonifácio/SP,LGG,9.36,7
José Bonifácio/SP,LGG,20.28,6
José Bonifácio/SP,LGG,17.31,8
São Paulo/SP,LGG,9.93,3
São Paulo/SP,LGG,8.03,4
São Paulo/SP,LGG,15.14,3
São Paulo/SP,LGG,12.7,5
Itupeva/SP,LGG,19.73,3
Itupeva/SP,LGG,12.28,4
Itupeva/SP,LGG,29.26,3
Itupeva/SP,LGG,21.52,5
São Paulo/SP,LGG,9.84,3
São Paulo/SP,LGG,8.11,4
São Paulo/SP,LGG,15.81,3
São Paulo/SP,LGG,12.63,5
Osasco/SP,LGG,13.23,2
Osasco/SP,LGG,8.75,3
Osasco/SP,LGG,15.94,2
Osasco/SP,LGG,15.66,4
Rio de Janeiro/RJ,LGG,12.57,3
Rio de Janeiro/RJ,LGG,8.98,4
Rio de Janeiro/RJ,LGG,15.66,3
Rio de Janeiro/RJ,LGG,14.19,2
Americana/SP,LGG,15.08,3
Americana/SP,LGG,10.06,4
Americana/SP,LGG,22.75,3
Americana/SP,LGG,17.41,5
Guaramirim/SC,LGG,17.36,4
Guaramirim/SC,LGG,9.61,5
Guaramirim/SC,LGG,22.43,6
Guaramirim/SC,LGG,20.61,8
Tatuí/SP,LGG,14.05,3
Tatuí/SP,LGG,7.68,4
Tatuí/SP,LGG,17.44,3
Tatuí/SP,LGG,17.84,5
Bocaiúva/MG,LGG,56.43,6
Bocaiúva/MG,LGG,14.82,7
Bocaiúva/MG,LGG,26.65,6
Campo Grande/MS,LGG,20.93,5
Campo Grande/MS,LGG,15.05,6
Campo Grande/MS,LGG,23.01,7
Campo Grande/MS,LGG,22.22,8
São Paulo/SP,LGG,11.99,2
São Paulo/SP,LGG,9.33,3
São Paulo/SP,LGG,18.01,2
São Paulo/SP,LGG,14.68,4
São Paulo/SP,LGG,8.16,2
São Paulo/SP,LGG,6.89,3
São Paulo/SP,LGG,13.06,2
São Paulo/SP,LGG,11.52,4
São Paulo/SP,LGG,8.23,2
São Paulo/SP,LGG,6.76,3
São Paulo/SP,LGG,12.76,2
São Paulo/SP,LGG,11.57,4
Manaus/AM,LGG,38.93,9
Manaus/AM,LGG,19.23,14
Manaus/AM,LGG,24,13
Manaus/AM,LGG,44.3,13
